,ViralPair,Distance,Label
203,"A/Perth/16/2009,A/Philippines/2191/2009",1.4142135623731005,False
204,"A/Finland/190/2011,A/Norway/1789/2011",1.06066017177982,False
205,"A/Perth/10/2010,A/Stockholm/18/2011",2.0,False
206,"A/Panama/2007/1999,A/Brisbane/10/2007",64.0,True
207,"A/Panama/2007/1999,A/Victoria/513/2004",45.254833995938995,True
208,"A/Alaska/10/1995,A/Wuhan/359/1995",2.4142135623730896,False
209,"A/Belgium/2/1981,A/Philippines/2/1982",2.7071067811865497,False
210,"A/Hong_kong/1985/2009,A/Perth/15/2009",1.5,False
211,"A/Brisbane/10/2007,A/Wisconsin/15/2009",16.0,True
212,"A/England/864/1975,A/Allegheny_county/29/1976",27.3137084989848,True
213,"A/Hong_kong/1/1994,A/Scotland/142/1993",5.65842712474619,True
214,"A/Bangkok/1/1979,A/Caen/1/1984",11.313708498984802,True
215,"A/Fujian/411/2002,A/Wyoming/3/2003",1.205,False
216,"A/Panama/2007/1999,A/North_dakota/1/2004",22.627416997969494,True
217,"A/Bangkok/1/1979,A/Sichuan/2/1987",45.252416997969505,True
218,"A/Panama/2007/1999,A/Anhui/1238/2005",109.25483399593901,True
219,"A/Brisbane/10/2007,A/Brisbane/10/2007",0.707106781186548,False
220,"A/Wyoming/3/2003,A/North_dakota/1/2004",4.2426406871192786,True
221,"A/Hongkong/1186/2003,A/Korea/770/2002",1.0,False
222,"A/Korea/770/2002,A/Texas/40/2003",1.20710678118655,False
223,"A/Hong_kong/1/1968,A/England/42/1972",6.531972647421808,True
224,"A/Perth/16/2009,A/Niigata/403/2009",2.0,False
225,"A/Perth/10/2010,A/Iowa/19/2010",1.0,False
226,"A/Perth/16/2009,A/Hong_kong/26560/2009",1.0,False
227,"A/Victoria/3/1975,A/Sydney/5/1997",32.0,True
228,"A/Beijing/353/1989,A/Guangdong/25/1993",54.627416997969505,True
229,"A/Wyoming/3/2003,A/Baden-wurttemburg/38/2005",5.65685424949238,True
230,"A/Beijing/352/1989,A/Sydney/5/1997",64.0,True
231,"A/Auckland/5/1996,A/New_york/37/1996",1.0,False
232,"A/Johannesburg/33/1994,A/Moscow/10/1999",32.0,True
233,"A/Hong_kong/107/1971,A/Tokyo/1/1975",19.595917942265398,True
234,"A/Alaska/10/1995,A/Auckland/5/1996",2.0,False
235,"A/Finland/486/2004,A/Baden-wurttemburg/38/2005",1.4142135623731005,False
236,"A/Tokyo/1/1975,A/Bangkok/1/1979",33.451406460551,True
237,"A/England/42/1972,A/Victoria/112/1976",51.313708498984795,True
238,"A/Port_chalmers/1/1973,A/Texas/1/1977",22.627416997969494,True
239,"A/Beijing/32/1992,A/Hong_kong/1/1994",8.0,True
240,"A/Wellington/1/2004,A/Brisbane/3/2005",2.82842712474619,False
241,"A/Hong_kong/1/1994,A/Madrid/252/1993",5.65842712474619,True
242,"A/Port_chalmers/1/1973,A/Hong_kong/1774/1999",5.65685424949238,True
243,"A/Fujian/411/2002,A/Nepal/921/2006",11.313708498984802,True
244,"A/Chiang_rai/277/2011,A/Brisbane/299/2011",1.4142135623731005,False
245,"A/Chiang_rai/277/2011,A/Kentucky/5/2011",1.0,False
246,"A/Wellington/1/2004,A/New_york/55/2004",2.4142135623730896,False
247,"A/Taiwan/1529/2003,A/Texas/40/2003",1.0,False
248,"A/Mayoclinic/1/1975,A/England/864/1975",45.25,True
249,"A/Shanghai/11/1987,A/Beijing/353/1989",7.542472332656509,True
250,"A/Wellington/1/2004,A/Wisconsin/67/2005",2.82842712474619,False
251,"A/Hongkong/107/1971,A/Allegheny_county/29/1976",39.19,True
252,"A/Wyoming/3/2003,A/Shantou/1219/2004",2.82842712474619,False
253,"A/Hongkong/1186/2003,A/Malasia/01/2004",2.0,False
254,"A/England/864/1975,A/Bangkok/1/1979",6.92910161513776,True
255,"A/Singapore/4/1975,A/Tokyo/1/1975",27.712812921102,True
256,"A/Panama/2007/1999,A/Louisiana/4/2003",5.66,True
257,"A/Philippines/2/1982,A/Sydney/1/1987",11.3118542494924,True
258,"A/Ireland/10586/1999,A/Moscow/10/1999",1.0,False
259,"A/Bangkok/1/1979,A/Johannesburg/33/1994",22.627416997969494,True
260,"A/England/42/1972,A/Victoria/3/1975",16.0,True
261,"A/Wyoming/3/2003,A/Victoria/110/2004",2.83,False
262,"A/England/42/1972,A/England/864/1975",117.57683588453101,True
263,"A/Nanchang/933/1995,A/Sydney/5/1997",19.414213562373106,True
264,"A/Wellington/1/2004,A/North_dakota/1/2004",2.0,False
265,"A/Singapore/37/2004,A/Wisconsin/67/2005",2.82842712474619,False
266,"A/Wyoming/3/2003,A/New_york/55/2004",5.65685424949238,True
267,"A/Malaysia/753/2005,A/Hiroshima/33/2006",2.0,False
268,"A/Perth/16/2009,A/Victoria/208/2009",2.82842712474619,False
269,"A/England/42/1972,A/Sydney/5/1997",32.0,True
270,"A/Wellington/1/2004,A/Uruguay/716/2007",8.0,True
271,"A/Hongkong/1186/2003,A/Oklahoma/8/2003",1.41,False
272,"A/Anhui/1239/2005,A/Wisconsin/67/2005",1.4142135623731005,False
273,"A/Hong_kong/23/1992,A/Scotland/142/1993",2.0,False
274,"A/Nanchang/933/1995,A/Panama/2007/1999",22.63,True
275,"A/Tokyo/1/1975,A/Bangkok/2/1979",67.8824169979695,True
276,"A/Uruguay/716/2007,A/England/394/2008",4.2426406871192786,True
277,"A/Johannesburg/33/1994,A/Panama/2007/1999",32.0,True
278,"A/Christchurch/4/1985,A/Mississippi/1/1985",2.82842712474619,False
279,"A/Oklahoma/8/2003,A/Korea/770/2002",0.71,False
280,"A/New_york/55/2004,A/Victoria/512/2005",1.20710678118655,False
281,"A/Wellington/1/2004,A/Malaysia/753/2005",1.70710678118655,False
282,"A/Wyoming/3/2003,A/Washington/1/2004",16.0,True
283,"A/Perth/16/2009,A/Wisconsin/15/2009",1.0,False
284,"A/Hong_kong/1/1968,A/Mississippi/1/1985",32.0,True
285,"A/Moscow/10/1999,A/Fujian/140/2000",8.0,True
286,"A/Nanchang/933/1995,A/New_york/37/1996",1.41,False
287,"A/Panama/2007/1999,A/Finland/486/2004",32.0,True
288,"A/Korea/770/2002,A/Oklahoma/8/2004",1.0,False
289,"A/Panama/2007/1999,A/Hiroshima/52/2005",90.50966799187808,True
290,"A/Leningrad/360/1986,A/Sydney/1/1987",2.0,False
291,"A/Wisconsin/67/2005,A/Alabama/5/2010",16.0,True
292,"A/Port_chalmers/1/1973,A/Sydney/5/1997",64.0,True
293,"A/California/7/2004,A/Victoria/512/2005",1.4142135623731005,False
294,"A/Shanghai/11/1987,A/Guizhou/54/1989",2.6666666666666696,False
295,"A/Hong_kong/107/1971,A/Victoria/112/1976",55.425625842204106,True
296,"A/Shanghai/11/1987,A/Johannesburg/33/1994",16.0,True
297,"A/Fujian/411/2002,A/Brisbane/10/2007",11.313708498984802,True
298,"A/Fujian/411/2002,A/Finland/170/2003",1.0,False
299,"A/Shanghai/11/1987,A/England/427/1988",1.8856180831641296,False
300,"A/Philippines/2/1982,A/Sichuan/2/1987",45.252416997969505,True
301,"A/Wyoming/3/2003,A/Lyon/636/2006",2.4142135623730896,False
302,"A/Fujian/411/2002,A/Uruguay/716/2007",11.313708498984802,True
303,"A/California/7/2004,A/Kentucky/3/2006",4.0,False
304,"A/Hong_kong/23/1992,A/Shangdong/9/1993",1.70710678118655,False
305,"A/Wellington/1/2004,A/Victoria/110/2004",1.41,False
306,"A/Victoria/512/2005,A/Malaysia/753/2005",1.06066017177982,False
307,"A/Lyon/636/2006,A/Hiroshima/33/2006",2.0,False
308,"A/Shantou/1219/2004,A/California/7/2004",1.0,False
309,"A/Fujian/411/2002,A/Kumamoto/102/2002",1.41,False
310,"A/Brisbane/10/2007,A/Stockholm/18/2011",16.0,True
311,"A/Panama/2007/1999,A/Singapore/37/2004",22.627416997969494,True
312,"A/Hongkong/107/1971,A/Bangkok/1/1979",67.88,True
313,"A/Fujian/411/2002,A/Christchurch/28/2003",0.855,False
314,"A/Cnic/149/1998,A/Moscow/10/1999",1.4142135623731005,False
315,"A/Florida/2/2006,A/Nepal/921/2006",1.0,False
316,"A/Port_chalmers/1/1973,A/Shanghai/31/1980",32.0,True
317,"A/Victoria/112/1976,A/Bangkok/2/1979",32.0,True
318,"A/Wyoming/3/2003,A/Oklahoma/8/2004",1.0,False
319,"A/Hong_kong/34/1990,A/Scotland/160/1993",11.3118542494924,True
320,"A/Wyoming/3/2003,A/Oklahoma/8/2003",1.0,False
321,"A/Beijing/353/1989,A/Madrid/252/1993",11.3118542494924,True
322,"A/England/427/1988,A/Washington/15/1991",16.0,True
323,"A/Christchurch/28/2003,A/Victoria/513/2004",8.0,True
324,"A/Bangkok/1/1979,A/Leningrad/360/1986",11.3118542494924,True
325,"A/New_york/55/2001,A/Wyoming/3/2003",8.0,True
326,"A/Sydney/5/1997,A/Hong_kong/1550/2002",1.4142135623731005,False
327,"A/Wyoming/3/2003,A/Brisbane/3/2005",11.313708498984802,True
328,"A/Kumamoto/102/2002,A/Shanghai/369/2003",2.83,False
329,"A/Perth/16/2009,A/Iowa/19/2010",4.0,False
330,"A/Hong_kong/107/1971,A/Port_chalmers/1/1973",13.856406460551,True
331,"A/New_york/55/2001,A/Hong_kong/1550/2002",1.41210678118655,False
332,"A/New_york/55/2001,A/Fujian/411/2002",16.0,True
333,"A/Wellington/1/2004,A/Brisbane/9/2006",4.0,False
334,"A/Fujian/411/2002,A/Taiwan/1529/2003",2.0,False
335,"A/Wisconsin/67/2005,A/Uruguay/716/2007",1.4142135623731005,False
336,"A/Texas/1/1977,A/Shanghai/31/1980",12.0,True
337,"A/Bangkok/1/1979,A/Shanghai/11/1987",50.8284271247462,True
338,"A/Singapore/4/1975,A/England/864/1975",12.0,True
339,"A/Hong_kong/1952/2009,A/Wisconsin/15/2009",1.0,False
340,"A/Texas/1/1977,A/Caen/1/1984",4.0,False
341,"A/Panama/2007/1999,A/Chile/6416/2001",2.0,False
342,"A/Victoria/523/2004,A/Brisbane/9/2006",8.0,True
343,"A/Brisbane/10/2007,A/England/394/2008",3.4142135623730896,False
344,"A/Wyoming/3/2003,A/Hongkong/1186/2003",2.0,False
345,"A/Hong_kong/1/1968,A/Texas/1/1977",32.0,True
346,"A/Wuhan/359/1995,A/Moscow/10/1999",32.0,True
347,"A/Shanghai/11/1987,A/Sydney/5/1997",32.0,True
348,"A/Washington/15/1991,A/Beijing/32/1992",8.0,True
349,"A/Nepal/921/2006,A/Uruguay/716/2007",1.4142135623731005,False
350,"A/Shantou/1219/2004,A/Anhui/1238/2005",2.82842712474619,False
351,"A/Beijing/353/1989,A/Washington/15/1991",4.828427124746192,True
352,"A/Port_chalmers/1/1973,A/Bangkok/2/1979",67.8824169979695,True
353,"A/Victoria/208/2009,A/England/259/2011",1.70710678118655,False
354,"A/Scotland/142/1993,A/Madrid/252/1993",22.6287084989848,True
355,"A/Alabama/5/2010,A/Norway/1789/2011",1.70710678118655,False
356,"A/Hong_kong/1/1968,A/Beijing/352/1989",45.254833995938995,True
357,"A/Finland/170/2003,A/Wyoming/3/2003",1.0,False
358,"A/Beijing/32/1992,A/Johannesburg/33/1994",8.0,True
359,"A/Shanghai/16/1989,A/Beijing/353/1989",5.65685424949238,True
360,"A/Port_chalmers/1/1973,A/Bangkok/1/1979",41.571406460551,True
361,"A/Brisbane/299/2011,A/Kentucky/5/2011",1.4142135623731005,False
362,"A/Mississippi/1/1985,A/Sydney/1/1987",1.41210678118655,False
363,"A/Johannesburg/33/1994,A/Southafrica/1147/1996",16.0,True
364,"A/Port_chalmers/1/1973,A/Allegheny_county/29/1976",18.9718542494924,True
365,"A/Brisbane/3/2005,A/Wisconsin/67/2005",5.65685424949238,True
366,"A/Wyoming/3/2003,A/Singapore/37/2004",8.0,True
367,"A/Victoria/3/1975,A/Beijing/352/1989",32.0,True
368,"A/Wellington/1/2004,A/Finland/486/2004",2.82842712474619,False
369,"A/Fujian/411/2002,A/Louisiana/4/2003",1.41,False
370,"A/Hong_kong/3969/2011,A/Iowa/19/2010",2.0,False
371,"A/Hong_kong/107/1971,A/Allegheny_county/29/1976",27.712812921102,True
372,"A/Malasia/01/2004,A/Texas/40/2003",1.41,False
373,"A/Hong_kong/1/1968,A/Victoria/3/1975",43.313708498984795,True
374,"A/Wisconsin/67/2005,A/England/394/2008",9.656854249492401,True
375,"A/Wyoming/3/2003,A/California/7/2004",2.8292135623730896,False
376,"A/Wisconsin/67/2005,A/Wisconsin/3/2007",1.4142135623731005,False
377,"A/Perth/16/2009,A/Norway/1789/2011",2.82842712474619,False
378,"A/Shanghai/31/1980,A/Belgium/2/1981",2.82842712474619,False
379,"A/Chile/6416/2001,A/Fujian/411/2002",8.0,True
380,"A/Fujian/411/2002,A/Singapore/37/2004",5.65685424949238,True
381,"A/Johannesburg/33/1994,A/Alaska/10/1995",4.828427124746192,True
382,"A/California/7/2004,A/Nepal/921/2006",4.0,False
383,"A/Victoria/512/2005,A/Brisbane/9/2006",2.0,False
384,"A/Hong_kong/2831/2005,A/Anhui/1239/2005",2.82842712474619,False
